ResponseId,Init,Title,id,sameanswer,answer,clean_answer,final_answer,review_notes,fullquestion,abbr,Group,clean_group,qnum,ES,survey_order,qa_note,rev1init,rev2init,revorder,keep,ctw_notes
R_2ZOG3Rj49wd8u7V,AIS,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,Q17,FALSE,,,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,,Q12,,203,,AK,AIS,2,0,
R_1INs5d4lozmezrt,AK,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,Q18,FALSE,"Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),Kremen Topic 4 : Scale","Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),Kremen Topic 4 : Scale",,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,Appended KT 4:Scale (has multi time or spatial scale but KT 4 not checked),AK,AIS,1,1,has temporal component so should include scale as kremen topic
R_2ZOG3Rj49wd8u7V,AIS,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,Q18,FALSE,Kremen Topic 1 : ESPs,"Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers)",,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,Added KT3 based on environmental driver and no KT3 checked,AK,AIS,2,0,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q8,FALSE,,,,,Q7b: How many years of data were used for the study?,YrsData,,,Q7,,30,,AK,AIS,1,0,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q8,FALSE,10+ years,10+ years,10+ years,,Q7b: How many years of data were used for the study?,YrsData,,,Q7,,30,,AK,AIS,2,1,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_4_1,FALSE,total carbon stock,total carbon stock,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,AK,AIS,1,0,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_4_1,FALSE,AGB,AGB,AGB,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,AK,AIS,2,1,"keep AIS responses, AIS split AGB, volume and total carbon stock"
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_4_2,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - DO NOT USE Response 2",Response,,,Q12,ClimReg,66,,AK,AIS,1,0,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_4_2,FALSE,"timber volume, total carbon stock",timber volume,timber volume,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - DO NOT USE Response 2",Response,,,Q12,ClimReg,66,,AK,AIS,2,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_4_2,FALSE,"timber volume, total carbon stock",total carbon stock,total carbon stock,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - DO NOT USE Response 2",Response,,,Q12,ClimReg,66,,AK,AIS,2,1,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_8_1,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,Q12,SoilProtect,73,,AK,AIS,1,0,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_8_1,FALSE,net nitrogen mineralization absorbed to ionic resins,net nitrogen mineralization absorbed to ionic resins,net nitrogen mineralization absorbed to ionic resins,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,Q12,SoilProtect,73,,AK,AIS,2,1,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_8_2,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - DO NOT USE Response 2",Response,,,Q12,SoilProtect,74,,AK,AIS,1,0,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_8_2,FALSE,"soil nitrogen stock, soil respiration rate",soil nitrogen stock,soil nitrogen stock,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - DO NOT USE Response 2",Response,,,Q12,SoilProtect,74,,AK,AIS,2,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_8_2,FALSE,"soil nitrogen stock, soil respiration rate",soil respiration rate,soil respiration rate,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - DO NOT USE Response 2",Response,,,Q12,SoilProtect,74,,AK,AIS,2,1,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_12_1,FALSE,commercially harvested fungi richness,commercially harvested fungi richness,commercially harvested fungi richness,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,Q12,Food,81,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_12_1,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,Q12,Food,81,,AK,AIS,2,0,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_13_1,FALSE,timber volume,timber volume,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pe... - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders] - Response 1: Separate by commas",Response,,,Q12,Materials,83,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_13_1,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pe... - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders] - Response 1: Separate by commas",Response,,,Q12,Materials,83,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_14_1,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Medicinal, biochemical, and genetic resources [e.g. plant and animal breedi... - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes] - Response 1: Separate by commas",Response,,,Q12,MedGen,85,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_14_1,FALSE,commercially harvested fungi richness,commercially harvested fungi richness,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Medicinal, biochemical, and genetic resources [e.g. plant and animal breedi... - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes] - Response 1: Separate by commas",Response,,,Q12,MedGen,85,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_16_1,TRUE,aesthetic value,aesthetic value,aesthetic value,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - Response 1: Separate by commas",Response,,,Q12,CulturePsych,89,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_16_1,TRUE,aesthetic value,aesthetic value,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - Response 1: Separate by commas",Response,,,Q12,CulturePsych,89,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_16_2,TRUE,recreation value,recreation value,recreation value,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - DO NOT USE Response 2",Response,,,Q12,CulturePsych,90,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.1_16_2,TRUE,recreation value,recreation value,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - DO NOT USE Response 2",Response,,,Q12,CulturePsych,90,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_4,FALSE,Extreme Events,Extreme Events,Extreme Events,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,Env,Q12,ClimReg,94,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_4,FALSE,Other,Other,Other,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,Env,Q12,ClimReg,94,,AK,AIS,2,1,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_8,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Env,,Q12,SoilProtect,98,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_8,FALSE,Other,Other,Other,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Env,Env,Q12,SoilProtect,98,,AK,AIS,2,1,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_12,FALSE,Extreme Events,Extreme Events,Extreme Events,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Food and feed,Driver,Env,Env,Q12,Food,102,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_12,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Food and feed,Driver,Env,,Q12,Food,102,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_13,FALSE,Extreme Events,Extreme Events,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Env,Env,Q12,Materials,103,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_13,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Env,,Q12,Materials,103,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_14,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",Driver,Env,,Q12,MedGen,104,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_14,FALSE,Other,Other,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",Driver,Env,Env,Q12,MedGen,104,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_16,FALSE,Extreme Events,Extreme Events,Extreme Events,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Env,Env,Q12,CulturePsych,106,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.2_16,FALSE,Other,Other,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Env,Env,Q12,CulturePsych,106,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.4_4,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,,Q12,ClimReg,126,,AK,AIS,1,0,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.4_4,FALSE,Other,Other,Other,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,Bio,Q12,ClimReg,126,,AK,AIS,2,1,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.4_8,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Bio,,Q12,SoilProtect,130,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.4_8,FALSE,Other,Other,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Bio,Bio,Q12,SoilProtect,130,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.4_14,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",Driver,Bio,,Q12,MedGen,136,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.4_14,FALSE,Other,Other,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",Driver,Bio,Bio,Q12,MedGen,136,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.4_16,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Bio,,Q12,CulturePsych,138,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.4_16,FALSE,Other,Other,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Bio,Bio,Q12,CulturePsych,138,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_4,TRUE,ES,ES,ES,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,Q12,ClimReg,142,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_4,TRUE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,Q12,ClimReg,142,,AK,AIS,2,0,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_8,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Yclass,,,Q12,SoilProtect,146,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_8,FALSE,ES,ES,ES,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Yclass,,,Q12,SoilProtect,146,,AK,AIS,2,1,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_12,FALSE,"ES,Proxy for ES","ES,Proxy for ES","ES,Proxy for ES",,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Food and feed,Yclass,,,Q12,Food,150,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_12,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Food and feed,Yclass,,,Q12,Food,150,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_13,FALSE,ES,ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Yclass,,,Q12,Materials,151,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_13,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Yclass,,,Q12,Materials,151,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_14,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",Yclass,,,Q12,MedGen,152,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_14,FALSE,ES,ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",Yclass,,,Q12,MedGen,152,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_16,TRUE,ES,ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Yclass,,,Q12,CulturePsych,154,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.5_16,TRUE,ES,ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Yclass,,,Q12,CulturePsych,154,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_4,TRUE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,,Q12,ClimReg,158,,AK,AIS,1,1,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_4,TRUE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,,Q12,ClimReg,158,,AK,AIS,2,0,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_8,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Env,,Q12,SoilProtect,162,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_8,FALSE,Mixed,Mixed,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Env,,Q12,SoilProtect,162,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_12,FALSE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Food and feed,EffectDirect,Env,,Q12,Food,166,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_12,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Food and feed,EffectDirect,Env,,Q12,Food,166,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_13,FALSE,Mixed,Mixed,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",EffectDirect,Env,,Q12,Materials,167,,AK,AIS,1,,
R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_13,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",EffectDirect,Env,,Q12,Materials,167,,AK,AIS,2,,
R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,Q25.6_14,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",EffectDirect,Env,,Q12,MedGen,168,,AK,AIS,1,,
