StartDate,EndDate,RecordedDate,ResponseId,Init,Title,id,answer,clean_answer,fullquestion,abbr,Group,ESnum,qnum,ES,survey_order,flag_noResponse,flag_noDriver,flag_noDirection,FirstAuthor,PublicationYear,SourcePublication
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.1_4_1,carbon sequestration,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,4,Q12,ClimReg,65,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.1_6_1,water regulation,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,6,Q12,freshWQReg,69,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.1_13_1,harvestable timber,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pe... - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders] - Response 1: Separate by commas",Response,,13,Q12,Materials,83,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.1_16_1,tourist visits,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - Response 1: Separate by commas",Response,,16,Q12,CulturePsych,89,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.2_4,,"Extreme Events, Other",Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,4,Q12,ClimReg,94,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.2_6,,"Extreme Events, Other","Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Env,6,Q12,freshWQReg,96,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.2_13,,"Extreme Events, Other","Q12: Which Ecosystem Services were considered?  - Environmental Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Env,13,Q12,Materials,103,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.2_16,,"Extreme Events, Other","Q12: Which Ecosystem Services were considered?  - Environmental Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Env,16,Q12,CulturePsych,106,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.3_4,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Anthro,4,Q12,ClimReg,110,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.3_6,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Anthro,6,Q12,freshWQReg,112,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.3_13,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Anthro,13,Q12,Materials,119,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.3_16,,,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Anthro,16,Q12,CulturePsych,122,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.4_4,,Other,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,4,Q12,ClimReg,126,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.4_6,,Other,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Bio,6,Q12,freshWQReg,128,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.4_13,,Other,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Bio,13,Q12,Materials,135,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.4_16,,Other,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Bio,16,Q12,CulturePsych,138,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.5_4,ES,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,4,Q12,ClimReg,142,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.5_6,ES,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Yclass,,6,Q12,freshWQReg,144,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.5_13,ES,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Yclass,,13,Q12,Materials,151,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.5_16,ES,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Yclass,,16,Q12,CulturePsych,154,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.6_4,,Mixed,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,4,Q12,ClimReg,158,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.6_6,,Mixed,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",EffectDirect,Env,6,Q12,freshWQReg,160,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.6_13,,Mixed,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",EffectDirect,Env,13,Q12,Materials,167,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.6_16,,Mixed,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",EffectDirect,Env,16,Q12,CulturePsych,170,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.7_4,,,Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Anthro,4,Q12,ClimReg,174,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.7_6,,,"Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",EffectDirect,Anthro,6,Q12,freshWQReg,176,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.7_13,,,"Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",EffectDirect,Anthro,13,Q12,Materials,183,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.7_16,,,"Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",EffectDirect,Anthro,16,Q12,CulturePsych,186,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.8_4,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Bio,4,Q12,ClimReg,190,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.8_6,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",EffectDirect,Bio,6,Q12,freshWQReg,192,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.8_13,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",EffectDirect,Bio,13,Q12,Materials,199,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25.8_16,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",EffectDirect,Bio,16,Q12,CulturePsych,202,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q17,,"all ecospheric processes, flows of energy, flows of nutrients, flows of water, flows of information",List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,,Q12,,203,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q25,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,Q12,,204,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T13:59:14Z,2020-03-24T14:40:11Z,2020-03-24T14:40:12Z,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Q26,,"diversity of ecological niches, relational positions of species or populations in their ecosystems",List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,,Q12,,205,FALSE,TRUE,TRUE,Burkhard,2011,ECOLOGICAL MODELLING
2020-03-24T14:50:10Z,2020-03-25T08:19:40Z,2020-03-25T08:19:40Z,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Q25.1_2_1,pollination,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - Response 1: Separate by commas",Response,,2,Q12,Pollination,61,FALSE,TRUE,TRUE,Crouzat,2015,JOURNAL OF APPLIED ECOLOGY
2020-03-24T14:50:10Z,2020-03-25T08:19:40Z,2020-03-25T08:19:40Z,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Q25.1_4_1,carbon storage,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,4,Q12,ClimReg,65,FALSE,TRUE,TRUE,Crouzat,2015,JOURNAL OF APPLIED ECOLOGY
2020-03-24T14:50:10Z,2020-03-25T08:19:40Z,2020-03-25T08:19:40Z,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Q25.1_7_1,chemical water quality regulation,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,7,Q12,coastWQReg,71,FALSE,TRUE,TRUE,Crouzat,2015,JOURNAL OF APPLIED ECOLOGY
2020-03-24T14:50:10Z,2020-03-25T08:19:40Z,2020-03-25T08:19:40Z,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Q25.1_8_1,"erosion mitigation, protection against rockfalls",,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,8,Q12,SoilProtect,73,FALSE,TRUE,TRUE,Crouzat,2015,JOURNAL OF APPLIED ECOLOGY
2020-03-24T14:50:10Z,2020-03-25T08:19:40Z,2020-03-25T08:19:40Z,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Q25.1_9_1,physical water quantity regulation,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of hazards and extreme events [e.g. amelioration of floods, wind... - Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion] - Response 1: Separate by commas",Response,,9,Q12,Hazards,75,FALSE,TRUE,TRUE,Crouzat,2015,JOURNAL OF APPLIED ECOLOGY
